,continent,country,year,metric,value
3233,Asia,Yemen Rep.,2002,lifeExp,60.308
4937,Asia,Yemen Rep.,2002,pop,18701257.0
1671,Asia,Yemen Rep.,2007,gdpPercap,2280.769906
3375,Asia,Yemen Rep.,2007,lifeExp,62.698
5079,Asia,Yemen Rep.,2007,pop,22211743.0
110,Europe,Albania,1952,gdpPercap,1601.056136
1814,Europe,Albania,1952,lifeExp,55.23
3518,Europe,Albania,1952,pop,1282697.0
252,Europe,Albania,1957,gdpPercap,1942.284244
1956,Europe,Albania,1957,lifeExp,59.28
3660,Europe,Albania,1957,pop,1476505.0
394,Europe,Albania,1962,gdpPercap,2312.888958
2098,Europe,Albania,1962,lifeExp,64.82
3802,Europe,Albania,1962,pop,1728137.0
536,Europe,Albania,1967,gdpPercap,2760.196931
2240,Europe,Albania,1967,lifeExp,66.22
3944,Europe,Albania,1967,pop,1984060.0
678,Europe,Albania,1972,gdpPercap,3313.422188
2382,Europe,Albania,1972,lifeExp,67.69
4086,Europe,Albania,1972,pop,2263554.0
820,Europe,Albania,1977,gdpPercap,3533.00391
2524,Europe,Albania,1977,lifeExp,68.93
4228,Europe,Albania,1977,pop,2509048.0
962,Europe,Albania,1982,gdpPercap,3630.880722
2666,Europe,Albania,1982,lifeExp,70.42
4370,Europe,Albania,1982,pop,2780097.0
1104,Europe,Albania,1987,gdpPercap,3738.932735
2808,Europe,Albania,1987,lifeExp,72.0
4512,Europe,Albania,1987,pop,3075321.0
1246,Europe,Albania,1992,gdpPercap,2497.437901
2950,Europe,Albania,1992,lifeExp,71.581
4654,Europe,Albania,1992,pop,3326498.0
1388,Europe,Albania,1997,gdpPercap,3193.054604
3092,Europe,Albania,1997,lifeExp,72.95
4796,Europe,Albania,1997,pop,3428038.0
1530,Europe,Albania,2002,gdpPercap,4604.211737
3234,Europe,Albania,2002,lifeExp,75.651
4938,Europe,Albania,2002,pop,3508512.0
1672,Europe,Albania,2007,gdpPercap,5937.029526
3376,Europe,Albania,2007,lifeExp,76.423
5080,Europe,Albania,2007,pop,3600523.0
111,Europe,Austria,1952,gdpPercap,6137.076492
1815,Europe,Austria,1952,lifeExp,66.8
3519,Europe,Austria,1952,pop,6927772.0
253,Europe,Austria,1957,gdpPercap,8842.59803
1957,Europe,Austria,1957,lifeExp,67.48
3661,Europe,Austria,1957,pop,6965860.0
395,Europe,Austria,1962,gdpPercap,10750.72111
2099,Europe,Austria,1962,lifeExp,69.54
3803,Europe,Austria,1962,pop,7129864.0
537,Europe,Austria,1967,gdpPercap,12834.6024
2241,Europe,Austria,1967,lifeExp,70.14
3945,Europe,Austria,1967,pop,7376998.0
679,Europe,Austria,1972,gdpPercap,16661.6256
2383,Europe,Austria,1972,lifeExp,70.63
4087,Europe,Austria,1972,pop,7544201.0
821,Europe,Austria,1977,gdpPercap,19749.4223
2525,Europe,Austria,1977,lifeExp,72.17
4229,Europe,Austria,1977,pop,7568430.0
963,Europe,Austria,1982,gdpPercap,21597.08362
2667,Europe,Austria,1982,lifeExp,73.18
4371,Europe,Austria,1982,pop,7574613.0
1105,Europe,Austria,1987,gdpPercap,23687.82607
2809,Europe,Austria,1987,lifeExp,74.94
4513,Europe,Austria,1987,pop,7578903.0
1247,Europe,Austria,1992,gdpPercap,27042.01868
2951,Europe,Austria,1992,lifeExp,76.04
4655,Europe,Austria,1992,pop,7914969.0
1389,Europe,Austria,1997,gdpPercap,29095.92066
3093,Europe,Austria,1997,lifeExp,77.51
4797,Europe,Austria,1997,pop,8069876.0
1531,Europe,Austria,2002,gdpPercap,32417.60769
3235,Europe,Austria,2002,lifeExp,78.98
4939,Europe,Austria,2002,pop,8148312.0
1673,Europe,Austria,2007,gdpPercap,36126.4927
3377,Europe,Austria,2007,lifeExp,79.829
5081,Europe,Austria,2007,pop,8199783.0
112,Europe,Belgium,1952,gdpPercap,8343.105127
1816,Europe,Belgium,1952,lifeExp,68.0
3520,Europe,Belgium,1952,pop,8730405.0
254,Europe,Belgium,1957,gdpPercap,9714.960623
1958,Europe,Belgium,1957,lifeExp,69.24
3662,Europe,Belgium,1957,pop,8989111.0
396,Europe,Belgium,1962,gdpPercap,10991.20676
2100,Europe,Belgium,1962,lifeExp,70.25
3804,Europe,Belgium,1962,pop,9218400.0
538,Europe,Belgium,1967,gdpPercap,13149.04119
2242,Europe,Belgium,1967,lifeExp,70.94
3946,Europe,Belgium,1967,pop,9556500.0
680,Europe,Belgium,1972,gdpPercap,16672.14356
2384,Europe,Belgium,1972,lifeExp,71.44
4088,Europe,Belgium,1972,pop,9709100.0
822,Europe,Belgium,1977,gdpPercap,19117.97448
2526,Europe,Belgium,1977,lifeExp,72.8
4230,Europe,Belgium,1977,pop,9821800.0
964,Europe,Belgium,1982,gdpPercap,20979.84589
2668,Europe,Belgium,1982,lifeExp,73.93
4372,Europe,Belgium,1982,pop,9856303.0
1106,Europe,Belgium,1987,gdpPercap,22525.56308
2810,Europe,Belgium,1987,lifeExp,75.35
4514,Europe,Belgium,1987,pop,9870200.0
1248,Europe,Belgium,1992,gdpPercap,25575.57069
2952,Europe,Belgium,1992,lifeExp,76.46
4656,Europe,Belgium,1992,pop,10045622.0
1390,Europe,Belgium,1997,gdpPercap,27561.19663
3094,Europe,Belgium,1997,lifeExp,77.53
4798,Europe,Belgium,1997,pop,10199787.0
1532,Europe,Belgium,2002,gdpPercap,30485.88375
3236,Europe,Belgium,2002,lifeExp,78.32
4940,Europe,Belgium,2002,pop,10311970.0
1674,Europe,Belgium,2007,gdpPercap,33692.60508
3378,Europe,Belgium,2007,lifeExp,79.441
5082,Europe,Belgium,2007,pop,10392226.0
113,Europe,Bosnia and Herzegovina,1952,gdpPercap,973.5331948
1817,Europe,Bosnia and Herzegovina,1952,lifeExp,53.82
3521,Europe,Bosnia and Herzegovina,1952,pop,2791000.0
255,Europe,Bosnia and Herzegovina,1957,gdpPercap,1353.989176
1959,Europe,Bosnia and Herzegovina,1957,lifeExp,58.45
3663,Europe,Bosnia and Herzegovina,1957,pop,3076000.0
397,Europe,Bosnia and Herzegovina,1962,gdpPercap,1709.683679
2101,Europe,Bosnia and Herzegovina,1962,lifeExp,61.93
3805,Europe,Bosnia and Herzegovina,1962,pop,3349000.0
539,Europe,Bosnia and Herzegovina,1967,gdpPercap,2172.352423
2243,Europe,Bosnia and Herzegovina,1967,lifeExp,64.79
3947,Europe,Bosnia and Herzegovina,1967,pop,3585000.0
681,Europe,Bosnia and Herzegovina,1972,gdpPercap,2860.16975
2385,Europe,Bosnia and Herzegovina,1972,lifeExp,67.45
4089,Europe,Bosnia and Herzegovina,1972,pop,3819000.0
823,Europe,Bosnia and Herzegovina,1977,gdpPercap,3528.481305
2527,Europe,Bosnia and Herzegovina,1977,lifeExp,69.86
4231,Europe,Bosnia and Herzegovina,1977,pop,4086000.0
965,Europe,Bosnia and Herzegovina,1982,gdpPercap,4126.613157
2669,Europe,Bosnia and Herzegovina,1982,lifeExp,70.69
4373,Europe,Bosnia and Herzegovina,1982,pop,4172693.0
1107,Europe,Bosnia and Herzegovina,1987,gdpPercap,4314.114757
2811,Europe,Bosnia and Herzegovina,1987,lifeExp,71.14
4515,Europe,Bosnia and Herzegovina,1987,pop,4338977.0
1249,Europe,Bosnia and Herzegovina,1992,gdpPercap,2546.781445
2953,Europe,Bosnia and Herzegovina,1992,lifeExp,72.178
4657,Europe,Bosnia and Herzegovina,1992,pop,4256013.0
1391,Europe,Bosnia and Herzegovina,1997,gdpPercap,4766.355904
3095,Europe,Bosnia and Herzegovina,1997,lifeExp,73.244
4799,Europe,Bosnia and Herzegovina,1997,pop,3607000.0
1533,Europe,Bosnia and Herzegovina,2002,gdpPercap,6018.975239
3237,Europe,Bosnia and Herzegovina,2002,lifeExp,74.09
4941,Europe,Bosnia and Herzegovina,2002,pop,4165416.0
1675,Europe,Bosnia and Herzegovina,2007,gdpPercap,7446.298803
3379,Europe,Bosnia and Herzegovina,2007,lifeExp,74.852
5083,Europe,Bosnia and Herzegovina,2007,pop,4552198.0
114,Europe,Bulgaria,1952,gdpPercap,2444.286648
1818,Europe,Bulgaria,1952,lifeExp,59.6
3522,Europe,Bulgaria,1952,pop,7274900.0
256,Europe,Bulgaria,1957,gdpPercap,3008.670727
1960,Europe,Bulgaria,1957,lifeExp,66.61
3664,Europe,Bulgaria,1957,pop,7651254.0
398,Europe,Bulgaria,1962,gdpPercap,4254.337839
2102,Europe,Bulgaria,1962,lifeExp,69.51
3806,Europe,Bulgaria,1962,pop,8012946.0
540,Europe,Bulgaria,1967,gdpPercap,5577.0028
2244,Europe,Bulgaria,1967,lifeExp,70.42
3948,Europe,Bulgaria,1967,pop,8310226.0
682,Europe,Bulgaria,1972,gdpPercap,6597.494398
2386,Europe,Bulgaria,1972,lifeExp,70.9
4090,Europe,Bulgaria,1972,pop,8576200.0
824,Europe,Bulgaria,1977,gdpPercap,7612.240438
2528,Europe,Bulgaria,1977,lifeExp,70.81
4232,Europe,Bulgaria,1977,pop,8797022.0
966,Europe,Bulgaria,1982,gdpPercap,8224.191647
2670,Europe,Bulgaria,1982,lifeExp,71.08
4374,Europe,Bulgaria,1982,pop,8892098.0
1108,Europe,Bulgaria,1987,gdpPercap,8239.854824
2812,Europe,Bulgaria,1987,lifeExp,71.34
4516,Europe,Bulgaria,1987,pop,8971958.0
1250,Europe,Bulgaria,1992,gdpPercap,6302.623438
2954,Europe,Bulgaria,1992,lifeExp,71.19
4658,Europe,Bulgaria,1992,pop,8658506.0
1392,Europe,Bulgaria,1997,gdpPercap,5970.38876
3096,Europe,Bulgaria,1997,lifeExp,70.32
4800,Europe,Bulgaria,1997,pop,8066057.0
1534,Europe,Bulgaria,2002,gdpPercap,7696.777725
3238,Europe,Bulgaria,2002,lifeExp,72.14
4942,Europe,Bulgaria,2002,pop,7661799.0
1676,Europe,Bulgaria,2007,gdpPercap,10680.79282
3380,Europe,Bulgaria,2007,lifeExp,73.005
5084,Europe,Bulgaria,2007,pop,7322858.0
115,Europe,Croatia,1952,gdpPercap,3119.23652
1819,Europe,Croatia,1952,lifeExp,61.21
3523,Europe,Croatia,1952,pop,3882229.0
257,Europe,Croatia,1957,gdpPercap,4338.231617
1961,Europe,Croatia,1957,lifeExp,64.77
3665,Europe,Croatia,1957,pop,3991242.0
399,Europe,Croatia,1962,gdpPercap,5477.890018
2103,Europe,Croatia,1962,lifeExp,67.13
3807,Europe,Croatia,1962,pop,4076557.0
541,Europe,Croatia,1967,gdpPercap,6960.297861
2245,Europe,Croatia,1967,lifeExp,68.5
3949,Europe,Croatia,1967,pop,4174366.0
683,Europe,Croatia,1972,gdpPercap,9164.090127
2387,Europe,Croatia,1972,lifeExp,69.61
4091,Europe,Croatia,1972,pop,4225310.0
825,Europe,Croatia,1977,gdpPercap,11305.38517
2529,Europe,Croatia,1977,lifeExp,70.64
4233,Europe,Croatia,1977,pop,4318673.0
967,Europe,Croatia,1982,gdpPercap,13221.82184
2671,Europe,Croatia,1982,lifeExp,70.46
4375,Europe,Croatia,1982,pop,4413368.0
1109,Europe,Croatia,1987,gdpPercap,13822.58394
2813,Europe,Croatia,1987,lifeExp,71.52
4517,Europe,Croatia,1987,pop,4484310.0
1251,Europe,Croatia,1992,gdpPercap,8447.794873
2955,Europe,Croatia,1992,lifeExp,72.527
4659,Europe,Croatia,1992,pop,4494013.0
1393,Europe,Croatia,1997,gdpPercap,9875.604515
3097,Europe,Croatia,1997,lifeExp,73.68
4801,Europe,Croatia,1997,pop,4444595.0
1535,Europe,Croatia,2002,gdpPercap,11628.38895
3239,Europe,Croatia,2002,lifeExp,74.876
4943,Europe,Croatia,2002,pop,4481020.0
1677,Europe,Croatia,2007,gdpPercap,14619.22272
3381,Europe,Croatia,2007,lifeExp,75.748
5085,Europe,Croatia,2007,pop,4493312.0
116,Europe,Czech Republic,1952,gdpPercap,6876.14025
1820,Europe,Czech Republic,1952,lifeExp,66.87
3524,Europe,Czech Republic,1952,pop,9125183.0
258,Europe,Czech Republic,1957,gdpPercap,8256.343918
1962,Europe,Czech Republic,1957,lifeExp,69.03
3666,Europe,Czech Republic,1957,pop,9513758.0
400,Europe,Czech Republic,1962,gdpPercap,10136.86713
2104,Europe,Czech Republic,1962,lifeExp,69.9
3808,Europe,Czech Republic,1962,pop,9620282.0
542,Europe,Czech Republic,1967,gdpPercap,11399.44489
2246,Europe,Czech Republic,1967,lifeExp,70.38
3950,Europe,Czech Republic,1967,pop,9835109.0
684,Europe,Czech Republic,1972,gdpPercap,13108.4536
2388,Europe,Czech Republic,1972,lifeExp,70.29
4092,Europe,Czech Republic,1972,pop,9862158.0
826,Europe,Czech Republic,1977,gdpPercap,14800.16062
2530,Europe,Czech Republic,1977,lifeExp,70.71
4234,Europe,Czech Republic,1977,pop,10161915.0
968,Europe,Czech Republic,1982,gdpPercap,15377.22855
2672,Europe,Czech Republic,1982,lifeExp,70.96
4376,Europe,Czech Republic,1982,pop,10303704.0
1110,Europe,Czech Republic,1987,gdpPercap,16310.4434
2814,Europe,Czech Republic,1987,lifeExp,71.58
4518,Europe,Czech Republic,1987,pop,10311597.0
1252,Europe,Czech Republic,1992,gdpPercap,14297.02122
2956,Europe,Czech Republic,1992,lifeExp,72.4
4660,Europe,Czech Republic,1992,pop,10315702.0
1394,Europe,Czech Republic,1997,gdpPercap,16048.51424
3098,Europe,Czech Republic,1997,lifeExp,74.01
4802,Europe,Czech Republic,1997,pop,10300707.0
1536,Europe,Czech Republic,2002,gdpPercap,17596.21022
3240,Europe,Czech Republic,2002,lifeExp,75.51
4944,Europe,Czech Republic,2002,pop,10256295.0
1678,Europe,Czech Republic,2007,gdpPercap,22833.30851
3382,Europe,Czech Republic,2007,lifeExp,76.486
5086,Europe,Czech Republic,2007,pop,10228744.0
117,Europe,Denmark,1952,gdpPercap,9692.385245
1821,Europe,Denmark,1952,lifeExp,70.78
3525,Europe,Denmark,1952,pop,4334000.0
259,Europe,Denmark,1957,gdpPercap,11099.65935
1963,Europe,Denmark,1957,lifeExp,71.81
3667,Europe,Denmark,1957,pop,4487831.0
401,Europe,Denmark,1962,gdpPercap,13583.31351
2105,Europe,Denmark,1962,lifeExp,72.35
3809,Europe,Denmark,1962,pop,4646899.0
543,Europe,Denmark,1967,gdpPercap,15937.21123
2247,Europe,Denmark,1967,lifeExp,72.96
3951,Europe,Denmark,1967,pop,4838800.0
685,Europe,Denmark,1972,gdpPercap,18866.20721
2389,Europe,Denmark,1972,lifeExp,73.47
4093,Europe,Denmark,1972,pop,4991596.0
827,Europe,Denmark,1977,gdpPercap,20422.9015
2531,Europe,Denmark,1977,lifeExp,74.69
4235,Europe,Denmark,1977,pop,5088419.0
969,Europe,Denmark,1982,gdpPercap,21688.04048
2673,Europe,Denmark,1982,lifeExp,74.63
4377,Europe,Denmark,1982,pop,5117810.0
1111,Europe,Denmark,1987,gdpPercap,25116.17581
2815,Europe,Denmark,1987,lifeExp,74.8
4519,Europe,Denmark,1987,pop,5127024.0
1253,Europe,Denmark,1992,gdpPercap,26406.73985
2957,Europe,Denmark,1992,lifeExp,75.33
4661,Europe,Denmark,1992,pop,5171393.0
1395,Europe,Denmark,1997,gdpPercap,29804.34567
3099,Europe,Denmark,1997,lifeExp,76.11
4803,Europe,Denmark,1997,pop,5283663.0
1537,Europe,Denmark,2002,gdpPercap,32166.50006
3241,Europe,Denmark,2002,lifeExp,77.18
4945,Europe,Denmark,2002,pop,5374693.0
1679,Europe,Denmark,2007,gdpPercap,35278.41874
3383,Europe,Denmark,2007,lifeExp,78.332
5087,Europe,Denmark,2007,pop,5468120.0
118,Europe,Finland,1952,gdpPercap,6424.519071
1822,Europe,Finland,1952,lifeExp,66.55
3526,Europe,Finland,1952,pop,4090500.0
260,Europe,Finland,1957,gdpPercap,7545.415386
1964,Europe,Finland,1957,lifeExp,67.49
3668,Europe,Finland,1957,pop,4324000.0
402,Europe,Finland,1962,gdpPercap,9371.842561
2106,Europe,Finland,1962,lifeExp,68.75
3810,Europe,Finland,1962,pop,4491443.0
544,Europe,Finland,1967,gdpPercap,10921.63626
2248,Europe,Finland,1967,lifeExp,69.83
3952,Europe,Finland,1967,pop,4605744.0
686,Europe,Finland,1972,gdpPercap,14358.8759
2390,Europe,Finland,1972,lifeExp,70.87
4094,Europe,Finland,1972,pop,4639657.0
828,Europe,Finland,1977,gdpPercap,15605.42283
2532,Europe,Finland,1977,lifeExp,72.52
4236,Europe,Finland,1977,pop,4738902.0
970,Europe,Finland,1982,gdpPercap,18533.15761
2674,Europe,Finland,1982,lifeExp,74.55
4378,Europe,Finland,1982,pop,4826933.0
1112,Europe,Finland,1987,gdpPercap,21141.01223
2816,Europe,Finland,1987,lifeExp,74.83
4520,Europe,Finland,1987,pop,4931729.0
1254,Europe,Finland,1992,gdpPercap,20647.16499
2958,Europe,Finland,1992,lifeExp,75.7
4662,Europe,Finland,1992,pop,5041039.0
1396,Europe,Finland,1997,gdpPercap,23723.9502
3100,Europe,Finland,1997,lifeExp,77.13
4804,Europe,Finland,1997,pop,5134406.0
1538,Europe,Finland,2002,gdpPercap,28204.59057
3242,Europe,Finland,2002,lifeExp,78.37
4946,Europe,Finland,2002,pop,5193039.0
1680,Europe,Finland,2007,gdpPercap,33207.0844
3384,Europe,Finland,2007,lifeExp,79.313
5088,Europe,Finland,2007,pop,5238460.0
119,Europe,France,1952,gdpPercap,7029.809327
1823,Europe,France,1952,lifeExp,67.41
3527,Europe,France,1952,pop,42459667.0
261,Europe,France,1957,gdpPercap,8662.834898
1965,Europe,France,1957,lifeExp,68.93
3669,Europe,France,1957,pop,44310863.0
403,Europe,France,1962,gdpPercap,10560.48553
2107,Europe,France,1962,lifeExp,70.51
3811,Europe,France,1962,pop,47124000.0
545,Europe,France,1967,gdpPercap,12999.91766
2249,Europe,France,1967,lifeExp,71.55
3953,Europe,France,1967,pop,49569000.0
687,Europe,France,1972,gdpPercap,16107.19171
2391,Europe,France,1972,lifeExp,72.38
4095,Europe,France,1972,pop,51732000.0
829,Europe,France,1977,gdpPercap,18292.63514
2533,Europe,France,1977,lifeExp,73.83
4237,Europe,France,1977,pop,53165019.0
971,Europe,France,1982,gdpPercap,20293.89746
2675,Europe,France,1982,lifeExp,74.89
4379,Europe,France,1982,pop,54433565.0
1113,Europe,France,1987,gdpPercap,22066.44214
2817,Europe,France,1987,lifeExp,76.34
4521,Europe,France,1987,pop,55630100.0
1255,Europe,France,1992,gdpPercap,24703.79615
2959,Europe,France,1992,lifeExp,77.46
4663,Europe,France,1992,pop,57374179.0
1397,Europe,France,1997,gdpPercap,25889.78487
3101,Europe,France,1997,lifeExp,78.64
4805,Europe,France,1997,pop,58623428.0
1539,Europe,France,2002,gdpPercap,28926.03234
3243,Europe,France,2002,lifeExp,79.59
4947,Europe,France,2002,pop,59925035.0
1681,Europe,France,2007,gdpPercap,30470.0167
3385,Europe,France,2007,lifeExp,80.657
5089,Europe,France,2007,pop,61083916.0
120,Europe,Germany,1952,gdpPercap,7144.114393
1824,Europe,Germany,1952,lifeExp,67.5
3528,Europe,Germany,1952,pop,69145952.0
262,Europe,Germany,1957,gdpPercap,10187.82665
1966,Europe,Germany,1957,lifeExp,69.1
3670,Europe,Germany,1957,pop,71019069.0
404,Europe,Germany,1962,gdpPercap,12902.46291
2108,Europe,Germany,1962,lifeExp,70.3
3812,Europe,Germany,1962,pop,73739117.0
546,Europe,Germany,1967,gdpPercap,14745.62561
2250,Europe,Germany,1967,lifeExp,70.8
3954,Europe,Germany,1967,pop,76368453.0
688,Europe,Germany,1972,gdpPercap,18016.18027
2392,Europe,Germany,1972,lifeExp,71.0
4096,Europe,Germany,1972,pop,78717088.0
830,Europe,Germany,1977,gdpPercap,20512.92123
2534,Europe,Germany,1977,lifeExp,72.5
4238,Europe,Germany,1977,pop,78160773.0
972,Europe,Germany,1982,gdpPercap,22031.53274
2676,Europe,Germany,1982,lifeExp,73.8
4380,Europe,Germany,1982,pop,78335266.0
1114,Europe,Germany,1987,gdpPercap,24639.18566
2818,Europe,Germany,1987,lifeExp,74.847
4522,Europe,Germany,1987,pop,77718298.0
1256,Europe,Germany,1992,gdpPercap,26505.30317
2960,Europe,Germany,1992,lifeExp,76.07
4664,Europe,Germany,1992,pop,80597764.0
1398,Europe,Germany,1997,gdpPercap,27788.88416
3102,Europe,Germany,1997,lifeExp,77.34
4806,Europe,Germany,1997,pop,82011073.0
1540,Europe,Germany,2002,gdpPercap,30035.80198
3244,Europe,Germany,2002,lifeExp,78.67
4948,Europe,Germany,2002,pop,82350671.0
1682,Europe,Germany,2007,gdpPercap,32170.37442
3386,Europe,Germany,2007,lifeExp,79.406
5090,Europe,Germany,2007,pop,82400996.0
121,Europe,Greece,1952,gdpPercap,3530.690067
1825,Europe,Greece,1952,lifeExp,65.86
3529,Europe,Greece,1952,pop,7733250.0
263,Europe,Greece,1957,gdpPercap,4916.299889
1967,Europe,Greece,1957,lifeExp,67.86
3671,Europe,Greece,1957,pop,8096218.0
405,Europe,Greece,1962,gdpPercap,6017.190733
2109,Europe,Greece,1962,lifeExp,69.51
3813,Europe,Greece,1962,pop,8448233.0
547,Europe,Greece,1967,gdpPercap,8513.097016
2251,Europe,Greece,1967,lifeExp,71.0
3955,Europe,Greece,1967,pop,8716441.0
689,Europe,Greece,1972,gdpPercap,12724.82957
2393,Europe,Greece,1972,lifeExp,72.34
4097,Europe,Greece,1972,pop,8888628.0
831,Europe,Greece,1977,gdpPercap,14195.52428
2535,Europe,Greece,1977,lifeExp,73.68
4239,Europe,Greece,1977,pop,9308479.0
973,Europe,Greece,1982,gdpPercap,15268.42089
2677,Europe,Greece,1982,lifeExp,75.24
4381,Europe,Greece,1982,pop,9786480.0
1115,Europe,Greece,1987,gdpPercap,16120.52839
2819,Europe,Greece,1987,lifeExp,76.67
4523,Europe,Greece,1987,pop,9974490.0
1257,Europe,Greece,1992,gdpPercap,17541.49634
2961,Europe,Greece,1992,lifeExp,77.03
4665,Europe,Greece,1992,pop,10325429.0
1399,Europe,Greece,1997,gdpPercap,18747.69814
3103,Europe,Greece,1997,lifeExp,77.869
4807,Europe,Greece,1997,pop,10502372.0
1541,Europe,Greece,2002,gdpPercap,22514.2548
3245,Europe,Greece,2002,lifeExp,78.256
4949,Europe,Greece,2002,pop,10603863.0
1683,Europe,Greece,2007,gdpPercap,27538.41188
3387,Europe,Greece,2007,lifeExp,79.483
5091,Europe,Greece,2007,pop,10706290.0
122,Europe,Hungary,1952,gdpPercap,5263.673816
1826,Europe,Hungary,1952,lifeExp,64.03
3530,Europe,Hungary,1952,pop,9504000.0
264,Europe,Hungary,1957,gdpPercap,6040.180011
1968,Europe,Hungary,1957,lifeExp,66.41
3672,Europe,Hungary,1957,pop,9839000.0
406,Europe,Hungary,1962,gdpPercap,7550.359877
2110,Europe,Hungary,1962,lifeExp,67.96
3814,Europe,Hungary,1962,pop,10063000.0
548,Europe,Hungary,1967,gdpPercap,9326.64467
2252,Europe,Hungary,1967,lifeExp,69.5
3956,Europe,Hungary,1967,pop,10223422.0
690,Europe,Hungary,1972,gdpPercap,10168.65611
2394,Europe,Hungary,1972,lifeExp,69.76
4098,Europe,Hungary,1972,pop,10394091.0
832,Europe,Hungary,1977,gdpPercap,11674.83737
2536,Europe,Hungary,1977,lifeExp,69.95
4240,Europe,Hungary,1977,pop,10637171.0
974,Europe,Hungary,1982,gdpPercap,12545.99066
2678,Europe,Hungary,1982,lifeExp,69.39
4382,Europe,Hungary,1982,pop,10705535.0
1116,Europe,Hungary,1987,gdpPercap,12986.47998
2820,Europe,Hungary,1987,lifeExp,69.58
4524,Europe,Hungary,1987,pop,10612740.0
1258,Europe,Hungary,1992,gdpPercap,10535.62855
2962,Europe,Hungary,1992,lifeExp,69.17
4666,Europe,Hungary,1992,pop,10348684.0
1400,Europe,Hungary,1997,gdpPercap,11712.7768
3104,Europe,Hungary,1997,lifeExp,71.04
4808,Europe,Hungary,1997,pop,10244684.0
1542,Europe,Hungary,2002,gdpPercap,14843.93556
3246,Europe,Hungary,2002,lifeExp,72.59
4950,Europe,Hungary,2002,pop,10083313.0
1684,Europe,Hungary,2007,gdpPercap,18008.94444
3388,Europe,Hungary,2007,lifeExp,73.338
5092,Europe,Hungary,2007,pop,9956108.0
123,Europe,Iceland,1952,gdpPercap,7267.688428
1827,Europe,Iceland,1952,lifeExp,72.49
3531,Europe,Iceland,1952,pop,147962.0
265,Europe,Iceland,1957,gdpPercap,9244.001412
1969,Europe,Iceland,1957,lifeExp,73.47
3673,Europe,Iceland,1957,pop,165110.0
407,Europe,Iceland,1962,gdpPercap,10350.15906
2111,Europe,Iceland,1962,lifeExp,73.68
3815,Europe,Iceland,1962,pop,182053.0
549,Europe,Iceland,1967,gdpPercap,13319.89568
2253,Europe,Iceland,1967,lifeExp,73.73
3957,Europe,Iceland,1967,pop,198676.0
691,Europe,Iceland,1972,gdpPercap,15798.06362
2395,Europe,Iceland,1972,lifeExp,74.46
4099,Europe,Iceland,1972,pop,209275.0
833,Europe,Iceland,1977,gdpPercap,19654.96247
2537,Europe,Iceland,1977,lifeExp,76.11
4241,Europe,Iceland,1977,pop,221823.0
975,Europe,Iceland,1982,gdpPercap,23269.6075
2679,Europe,Iceland,1982,lifeExp,76.99
4383,Europe,Iceland,1982,pop,233997.0
1117,Europe,Iceland,1987,gdpPercap,26923.20628
2821,Europe,Iceland,1987,lifeExp,77.23
4525,Europe,Iceland,1987,pop,244676.0
1259,Europe,Iceland,1992,gdpPercap,25144.39201
2963,Europe,Iceland,1992,lifeExp,78.77
4667,Europe,Iceland,1992,pop,259012.0
1401,Europe,Iceland,1997,gdpPercap,28061.09966
3105,Europe,Iceland,1997,lifeExp,78.95
4809,Europe,Iceland,1997,pop,271192.0
1543,Europe,Iceland,2002,gdpPercap,31163.20196
3247,Europe,Iceland,2002,lifeExp,80.5
4951,Europe,Iceland,2002,pop,288030.0
1685,Europe,Iceland,2007,gdpPercap,36180.78919
3389,Europe,Iceland,2007,lifeExp,81.757
5093,Europe,Iceland,2007,pop,301931.0
124,Europe,Ireland,1952,gdpPercap,5210.280328
1828,Europe,Ireland,1952,lifeExp,66.91
3532,Europe,Ireland,1952,pop,2952156.0
266,Europe,Ireland,1957,gdpPercap,5599.077872
1970,Europe,Ireland,1957,lifeExp,68.9
3674,Europe,Ireland,1957,pop,2878220.0
408,Europe,Ireland,1962,gdpPercap,6631.597314
2112,Europe,Ireland,1962,lifeExp,70.29
3816,Europe,Ireland,1962,pop,2830000.0
550,Europe,Ireland,1967,gdpPercap,7655.568963
2254,Europe,Ireland,1967,lifeExp,71.08
3958,Europe,Ireland,1967,pop,2900100.0
692,Europe,Ireland,1972,gdpPercap,9530.772896
2396,Europe,Ireland,1972,lifeExp,71.28
4100,Europe,Ireland,1972,pop,3024400.0
834,Europe,Ireland,1977,gdpPercap,11150.98113
2538,Europe,Ireland,1977,lifeExp,72.03
4242,Europe,Ireland,1977,pop,3271900.0
976,Europe,Ireland,1982,gdpPercap,12618.32141
2680,Europe,Ireland,1982,lifeExp,73.1
4384,Europe,Ireland,1982,pop,3480000.0
1118,Europe,Ireland,1987,gdpPercap,13872.86652
2822,Europe,Ireland,1987,lifeExp,74.36
4526,Europe,Ireland,1987,pop,3539900.0
1260,Europe,Ireland,1992,gdpPercap,17558.81555
2964,Europe,Ireland,1992,lifeExp,75.467
4668,Europe,Ireland,1992,pop,3557761.0
1402,Europe,Ireland,1997,gdpPercap,24521.94713
3106,Europe,Ireland,1997,lifeExp,76.122
4810,Europe,Ireland,1997,pop,3667233.0
1544,Europe,Ireland,2002,gdpPercap,34077.04939
3248,Europe,Ireland,2002,lifeExp,77.783
4952,Europe,Ireland,2002,pop,3879155.0
1686,Europe,Ireland,2007,gdpPercap,40675.99635
